path,asset_id,subject_id,obj_id,size_mb,condition
sub-P2-20240827-A1/sub-P2-20240827-A1_obj-qn4kuy_image.nwb,7320c2ce-5baa-4d20-be39-2576b932b32d,sub-P2-20240827-A1,qn4kuy,409.7032709121704,A1
sub-P2-20240827-A2/sub-P2-20240827-A2_obj-n8yqlc_image.nwb,b9e1abc8-da3e-4f3a-a06a-d375bb86d473,sub-P2-20240827-A2,n8yqlc,413.8269748687744,A2
sub-P2-20240827-A3/sub-P2-20240827-A3_obj-bppmr9_image.nwb,a867479f-6873-4165-8942-fe2039fadfa9,sub-P2-20240827-A3,bppmr9,416.22056102752686,A3
sub-P2-20240827-A3/sub-P2-20240827-A3_obj-yf87hh_image.nwb,12128afa-0542-4ead-b00a-76e70e324085,sub-P2-20240827-A3,yf87hh,369.3098134994507,A3
sub-P2-20240827-B1/sub-P2-20240827-B1_obj-6lvazu_image.nwb,8d712be1-3f21-4a17-aef6-a792d0bb3970,sub-P2-20240827-B1,6lvazu,417.15367698669434,B1
sub-P2-20240827-B1/sub-P2-20240827-B1_obj-1l2r9vn_image.nwb,28cf6ec0-6f3d-4a45-88db-fec9d30f8b8c,sub-P2-20240827-B1,1l2r9vn,333.19766902923584,B1
sub-P2-20240827-B2/sub-P2-20240827-B2_obj-1hi6mkc_image.nwb,bc0dc8b6-ef5a-4d09-9403-62e70d49ed53,sub-P2-20240827-B2,1hi6mkc,291.80567264556885,B2
sub-P2-20240827-B2/sub-P2-20240827-B2_obj-1u0aggd_image.nwb,1f71445c-328b-4acd-a004-71b30f5c3434,sub-P2-20240827-B2,1u0aggd,421.247278213501,B2
sub-P2-20240827-B3/sub-P2-20240827-B3_obj-1k1mi8m_image.nwb,4c64aba4-7f17-4e39-87e7-67fd7d5ab704,sub-P2-20240827-B3,1k1mi8m,425.40913486480713,B3
sub-P3-20240813-A2/sub-P3-20240813-A2_obj-1r2d23j_image.nwb,4b3a0b7c-91cf-45e2-830a-088005b5f846,sub-P3-20240813-A2,1r2d23j,316.4092330932617,A2
sub-P2-20240827-B3/sub-P2-20240827-B3_obj-5mf5dl_image.nwb,b7e115b7-d68c-4d81-9a69-e872ea3c9634,sub-P2-20240827-B3,5mf5dl,309.6241865158081,B3
sub-P3-20240813-A2/sub-P3-20240813-A2_obj-thy5j8_image.nwb,b31a0701-e11a-41a1-a48d-4dbbd548f57a,sub-P3-20240813-A2,thy5j8,412.02989959716797,A2
sub-P3-20240813-A3/sub-P3-20240813-A3_obj-x274ob_image.nwb,911457d4-b955-474b-9ff0-59831390eda4,sub-P3-20240813-A3,x274ob,407.6291694641113,A3
sub-P3-20240813-A3/sub-P3-20240813-A3_obj-z83rz4_image.nwb,4a242198-7eb6-497c-b828-2ea7f68098b5,sub-P3-20240813-A3,z83rz4,352.5999526977539,A3
sub-P3-20240813-B1/sub-P3-20240813-B1_obj-100gqov_image.nwb,abfff1cc-a9c2-4e75-bc58-b278476e4617,sub-P3-20240813-B1,100gqov,416.452693939209,B1
sub-P3-20240813-B2/sub-P3-20240813-B2_obj-12h6u9e_image.nwb,847157ad-1fa6-49c8-944c-d24bd4da22ee,sub-P3-20240813-B2,12h6u9e,369.1788959503174,B2
sub-P3-20240813-B1/sub-P3-20240813-B1_obj-1a7def5_image.nwb,4df8e93d-b079-4a73-8e4c-fdd2f138aced,sub-P3-20240813-B1,1a7def5,412.91066455841064,B1
sub-P3-20240813-B2/sub-P3-20240813-B2_obj-1suaxme_image.nwb,0807cfaf-124d-471c-a995-f249f0ba2bc3,sub-P3-20240813-B2,1suaxme,416.77860736846924,B2
sub-P3-20240813-B3/sub-P3-20240813-B3_obj-xjp3dn_image.nwb,d710a70f-57c2-4e32-b044-900805750752,sub-P3-20240813-B3,xjp3dn,333.217568397522,B3
sub-P3-20240813-B3/sub-P3-20240813-B3_obj-1otfkty_image.nwb,a4322d81-f497-4272-9aae-dfa55347dbde,sub-P3-20240813-B3,1otfkty,416.06571865081787,B3
sub-P3-20240827-A1/sub-P3-20240827-A1_obj-xkd763_image.nwb,4644acfe-6450-443e-8af8-05d0e15827e5,sub-P3-20240827-A1,xkd763,393.50893211364746,A1
sub-P3-20240827-A1/sub-P3-20240827-A1_obj-pfbbs5_image.nwb,7201654d-b814-46e2-91a9-8917df2d388f,sub-P3-20240827-A1,pfbbs5,302.66404151916504,A1
sub-P3-20240827-A2/sub-P3-20240827-A2_obj-1cmk3gk_image.nwb,c450c14e-93e6-44e4-a0d8-8f24e7c03f52,sub-P3-20240827-A2,1cmk3gk,345.0398464202881,A2
sub-P3-20240827-A3/sub-P3-20240827-A3_obj-1iy0zpb_image.nwb,8af20867-e856-4123-ae46-46e3aea512da,sub-P3-20240827-A3,1iy0zpb,403.67008113861084,A3
sub-P3-20240827-A2/sub-P3-20240827-A2_obj-g1mk1f_image.nwb,9176149b-84a5-4c83-add2-a4110806e94a,sub-P3-20240827-A2,g1mk1f,398.79569816589355,A2
sub-P3-20240827-A3/sub-P3-20240827-A3_obj-8khb87_image.nwb,1d77c7d8-8d4b-4d56-bf99-d1c432abbe24,sub-P3-20240827-A3,8khb87,320.67502784729004,A3
sub-P3-20240827-B1/sub-P3-20240827-B1_obj-1m2wqwt_image.nwb,e540f6bb-9e31-44fb-ae22-1a9eefb00331,sub-P3-20240827-B1,1m2wqwt,407.7103395462036,B1
sub-P3-20240827-B1/sub-P3-20240827-B1_obj-kon1x2_image.nwb,0db9eacb-8d8d-4663-887c-6ae86885265e,sub-P3-20240827-B1,kon1x2,312.04668045043945,B1
sub-P3-20240827-B2/sub-P3-20240827-B2_obj-1vvjb04_image.nwb,05cc2381-ede5-4c3d-b702-81b8001d01db,sub-P3-20240827-B2,1vvjb04,290.02335262298584,B2
sub-P3-20240827-B2/sub-P3-20240827-B2_obj-1curohw_image.nwb,be0f3962-3ff0-4b2c-953a-3ecc427e5716,sub-P3-20240827-B2,1curohw,409.1142454147339,B2
sub-P3-20240827-B3/sub-P3-20240827-B3_obj-9hp1ua_image.nwb,f9eb30c8-089f-4b73-b4eb-a06849d63a5f,sub-P3-20240827-B3,9hp1ua,406.6836271286011,B3
sub-P3-20240827-B3/sub-P3-20240827-B3_obj-aioe9b_image.nwb,237bf53c-4476-44bb-a2ac-35e9d3de2119,sub-P3-20240827-B3,aioe9b,319.1519432067871,B3
